GPU,8.0,11.0,6.0,5.0,7.000000000000001,18.0,5.0,67.0,49.0,49.0,50.0,49.0,49.0,50.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,14.000000000000002,43.0,59.0,50.0,50.0,50.0,50.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Memory,5.60302734375,5.60302734375,5.60302734375,5.60302734375,42.29736328125,86.6943359375,88.4521484375,88.48876953125,88.48876953125,88.48876953125,88.48876953125,88.48876953125,88.48876953125,88.48876953125,88.48876953125,88.48876953125,88.48876953125,88.48876953125,88.48876953125,88.48876953125,5.60302734375,5.60302734375,5.60302734375,5.60302734375,7.92236328125,86.5234375,88.4521484375,88.48876953125,88.48876953125,88.48876953125,88.48876953125,88.48876953125,5.60302734375,5.60302734375,5.60302734375,5.60302734375,5.60302734375,5.60302734375,5.60302734375,5.60302734375
