GPU,2.0,13.0,14.000000000000002,16.0,16.0,8.0,72.0,42.0,44.0,45.0,45.0,42.0,46.0,44.0,41.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,13.0,16.0,16.0,14.000000000000002,9.0,83.0,40.0,41.0,45.0,44.0,41.0,46.0,44.0,43.0,45.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,12.0,37.0,65.0,42.0,43.0,45.0,45.0,41.0
Memory,5.04150390625,5.04150390625,5.04150390625,5.1025390625,47.35107421875,50.78125,51.0986328125,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,7.3486328125,49.06005859375,51.0986328125,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.416015625,51.416015625,51.416015625,51.416015625,51.416015625,5.04150390625,5.04150390625,5.04150390625,6.201171875,47.69287109375,51.0986328125,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625
