GPU,4.0,11.0,13.0,3.0,12.0,5.0,72.0,43.0,41.0,41.0,44.0,45.0,42.0,45.0,45.0,41.0,45.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,11.0,6.0,78.0,38.0,42.0,44.0,43.0,45.0,45.0,41.0,47.0,43.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,41.0,41.0,41.0,41.0,46.0,43.0,45.0,44.0,41.0,46.0
Memory,5.04150390625,5.04150390625,5.04150390625,5.11474609375,47.59521484375,51.0986328125,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,5.60302734375,5.04150390625,5.04150390625,5.04150390625,5.04150390625,5.04150390625,9.6923828125,49.365234375,51.0986328125,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,5.04150390625
