GPU,2.0,11.0,13.0,17.0,17.0,7.000000000000001,59.0,54.0,43.0,44.0,43.0,43.0,45.0,42.0,46.0,44.0,41.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,44.0,44.0,42.0,44.0,44.0,44.0,44.0,43.0,43.0,44.0,46.0,41.0,44.0,45.0,41.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,42.0,45.0,42.0,42.0,47.0,43.0,45.0,42.0,45.0,45.0
Memory,5.04150390625,5.04150390625,5.04150390625,5.1025390625,47.35107421875,50.7568359375,51.0986328125,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625
