GPU,2.0,3.0,16.0,15.0,15.0,14.000000000000002,25.0,73.0,42.0,43.0,45.0,43.0,41.0,46.0,44.0,41.0,44.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,44.0,43.0,43.0,45.0,44.0,45.0,45.0,43.0,44.0,43.0,43.0,43.0,43.0,44.0,42.0,44.0,45.0,42.0,43.0,45.0,42.0
Memory,5.67626953125,5.67626953125,5.67626953125,5.67626953125,47.98583984375,51.06201171875,51.7333984375,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625,51.81884765625
