GPU,3.0,1.0,2.0,2.0,2.0,2.0,6.0,6.0,19.0,19.0,5.0,70.0,70.0,45.0,45.0,41.0,41.0,42.0,44.0,44.0,45.0,45.0,41.0,41.0,41.0,41.0,45.0,43.0,43.0,43.0,43.0,42.0,42.0,46.0,43.0,43.0,41.0,41.0,43.0,43.0,45.0,45.0,43.0,41.0,41.0,45.0,45.0,44.0,44.0,42.0,43.0,43.0,45.0,45.0,43.0,43.0,41.0,41.0,46.0,44.0,44.0,41.0,41.0,42.0,42.0,46.0,43.0,43.0,41.0,41.0,41.0,41.0,45.0,43.0,43.0,43.0,43.0,41.0,41.0,46.0,46.0,45.0,41.0,41.0,44.0,44.0,44.0,44.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,45.0,45.0,45.0,41.0,41.0,47.0,43.0,43.0,43.0,45.0,45.0,43.0,43.0,46.0,44.0,44.0,43.0,43.0,45.0,43.0,43.0,43.0,43.0,46.0,43.0,43.0,44.0,46.0,46.0,41.0,41.0,46.0,43.0,43.0,45.0,45.0,45.0,41.0,41.0,46.0,46.0
Memory,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,6.4208984375,83.41064453125,84.3017578125,86.181640625,87.158203125,87.158203125,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,4.30908203125
