GPU,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,21.0,4.0,4.0,60.0,60.0,47.0,47.0,46.0,43.0,43.0,42.0,42.0,42.0,42.0,46.0,46.0,43.0,42.0,42.0,43.0,43.0,45.0,45.0,43.0,45.0,45.0,45.0,45.0,41.0,41.0,47.0,47.0,43.0,43.0,43.0,45.0,45.0,43.0,43.0,45.0,45.0,45.0,42.0,46.0,46.0,44.0,44.0,41.0,45.0,45.0,45.0,45.0,42.0,46.0,46.0,45.0,41.0,41.0,47.0,47.0,43.0,42.0,42.0,47.0,43.0,43.0,41.0,41.0,47.0,43.0,43.0,43.0,46.0,46.0,26.0,26.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,8.0,8.0,18.0,31.0,31.0,67.0,67.0,43.0,41.0,41.0,47.0,47.0,43.0,45.0,45.0,45.0,41.0,41.0,47.0,47.0,43.0,45.0,45.0,44.0,44.0,41.0,47.0,47.0,43.0,44.0,44.0,45.0,45.0,41.0,47.0,47.0,43.0,44.0,44.0,46.0,46.0,41.0,45.0,45.0,45.0,45.0,41.0,47.0,47.0,43.0,42.0,42.0,46.0,46.0,42.0
Memory,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,6.4453125,83.41064453125,84.26513671875,86.4013671875,87.158203125,87.17041015625,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,87.2802734375,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,4.30908203125,6.1767578125,83.41064453125,84.16748046875,86.2060546875,87.158203125,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,87.255859375,5.84716796875
