GPU,2.0,1.0,0.0,0.0,2.0,11.0,24.0,68.0,42.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0,44.0,41.0,41.0,42.0,41.0,43.0,45.0,42.0,42.0,45.0,42.0,42.0,8.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,40.0,41.0,43.0,42.0,43.0,42.0,41.0,41.0,41.0,41.0,43.0,45.0,43.0,43.0,45.0,42.0
Memory,5.04150390625,5.04150390625,5.04150390625,5.37109375,47.71728515625,51.0986328125,51.30615234375,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.416015625,51.30615234375,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625
