GPU,2.0,12.0,15.0,16.0,17.0,8.0,74.0,44.0,43.0,44.0,43.0,42.0,45.0,45.0,44.0,43.0,45.0,44.0,44.0,45.0,44.0,41.0,47.0,44.0,41.0,45.0,44.0,43.0,25.0,0.0,0.0,0.0,0.0,0.0,9.0,44.0,44.0,42.0,44.0,44.0,44.0,44.0,41.0,44.0,42.0,43.0,47.0,44.0,43.0,45.0,42.0,45.0,43.0
Memory,5.04150390625,5.04150390625,5.04150390625,5.04150390625,47.35107421875,50.8056640625,51.0986328125,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.416015625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,51.1962890625,5.04150390625
