GPU,8.0,12.0,12.0,7.000000000000001,7.000000000000001,2.0,10.0,10.0,18.0,18.0,36.0,36.0,64.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,51.0,51.0,51.0,49.0,49.0,52.0,52.0,32.0,32.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Memory,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,6.18896484375,83.0078125,85.14404296875,86.73095703125,86.73095703125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,84.2529296875,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375
