GPU,8.0,8.0,7.000000000000001,2.0,2.0,5.0,5.0,23.0,23.0,4.0,65.0,65.0,49.0,49.0,51.0,51.0,51.0,51.0,50.0,52.0,52.0,51.0,51.0,50.0,32.0,32.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,23.0,23.0,5.0,65.0,65.0,49.0,49.0,51.0,51.0,51.0,51.0,52.0,45.0,45.0,2.0
Memory,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.89404296875,6.18896484375,83.0078125,85.19287109375,86.73095703125,86.73095703125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,3.8818359375,6.18896484375,82.9833984375,85.11962890625,86.73095703125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,86.767578125,3.8818359375,3.8818359375
